ssnumber|songid|post_title|song_artist|song_title
086970292307|16937040|HALLELUJAH|MICHAEL BOLTON|HALLELUJAH
086970293622|1272837|VOODOO CHILD (SLIGHT RETURN)|JIMI HENDRIX|VOODOO CHILD (SLIGHT RETURN)
086970293622|2477125|FIRE|JIMI HENDRIX|FIRE
086970293622|2496997|LITTLE WING|JIMI HENDRIX|LITTLE WING
086970294365|15183069|FORGET YOU|GLEE CAST FEAT. GWYNETH PALTROW|FORGET YOU
086970294365|17833341|SING (LIVE 3D CONCERT)|GLEE CAST|SING (LIVE 3D CONCERT)
086970294365|17833328|DON'T STOP BELIEVIN' (LIVE 3D CONCERT)|GLEE CAST|DON'T STOP BELIEVIN' (LIVE 3D CONCERT)
086970294916|17249157|HELL ON HEELS|PISTOL ANNIES|HELL ON HEELS
086970294916|17715268|TAKIN' PILLS|PISTOL ANNIES|TAKIN' PILLS
086970294916|17715295|BOYS FROM THE SOUTH|PISTOL ANNIES|BOYS FROM THE SOUTH
086970296035|12128431|JUST BREATHE|PEARL JAM|JUST BREATHE
086970296035|3337822|BETTER MAN|PEARL JAM|BETTER MAN
086970296035|1667489|BLACK|PEARL JAM|BLACK
086970296804|18232036|LA GUANABANA|NOEL TORRES|LA GUANABANA
086970296804|18232040|SIGO SENCILLO|NOEL TORRES|SIGO SENCILLO
086970296804|18232039|MI MUNEQUITA UNICA|NOEL TORRES|MI MUNEQUITA UNICA
086970296972|2060803|JUST ANOTHER DAY IN PARADISE|PHIL VASSAR|JUST ANOTHER DAY IN PARADISE
086970296972|2060494|LAST DAY OF MY LIFE|PHIL VASSAR|LAST DAY OF MY LIFE
086970296972|2060422|I'LL TAKE THAT AS A YES (THE|PHIL VASSAR|I'LL TAKE THAT AS A YES (THE
086970298542|1035290|DIABLO ROJO|RODRIGO Y GABRIELA|DIABLO ROJO
086970298542|11312724|HANUMAN|RODRIGO Y GABRIELA|HANUMAN
086970298542|18231843|THE PUSS SUITE|HENRY JACKMAN|THE PUSS SUITE
086970298607|18607591|RUMOUR HAS IT/SOMEONE LIKE YOU|GLEE CAST|RUMOUR HAS IT/SOMEONE LIKE YOU
086970298607|18231815|FIX YOU|GLEE CAST|FIX YOU
086970298607|18567226|UPTOWN GIRL|GLEE CAST|UPTOWN GIRL
086970299178|18493372|AIN'T THAT A KICK IN THE HEAD|LANDAU EUGENE JR. MURPHY|AIN'T THAT A KICK IN THE HEAD
086970299178|18493378|MY WAY|LANDAU EUGENE JR. MURPHY|MY WAY
086970299178|18493381|THAT'S LIFE|LANDAU EUGENE MURPHY, JR.|THAT'S LIFE
088070223316|18345283|EVERYDAY WILL BE LIKE A HOLIDA|CAROLE KING|EVERYDAY WILL BE LIKE A HOLIDA
088070223316|18408430|MY FAVORITE THINGS|CAROLE KING|MY FAVORITE THINGS
088070223316|18408550|CHRISTMAS PARADISE|CAROLE KING|CHRISTMAS PARADISE
088070423258|17646501|EVEN THE RAIN|GABE DIXON FEAT. ALISON KRAUSS |EVEN THE RAIN
088070423258|17321008|MY FAVORITE|GABE DIXON  |MY FAVORITE
088070423258|17321110|ON A DAY JUST LIKE TODAY|GABE DIXON  |ON A DAY JUST LIKE TODAY
088070923309|18162488|THE LADY IN MY LIFE|GEORGE BENSON|THE LADY IN MY LIFE
088070923309|2054213|MY CHERIE AMOUR|GEORGE BENSON|MY CHERIE AMOUR
088070923309|18162350|TEQUILA|GEORGE BENSON|TEQUILA
088103480963|12931502|LIGHTS|ELLIE GOULDING|LIGHTS
088103480963|17461788|THE MATRIX|BASSNECTAR|THE MATRIX
088103480963|17461784|UPSIDE DOWN|BASSNECTAR|UPSIDE DOWN
089400033015|17789768|THE BROWN BOMBER|MORELAND & ARBUCKLE|THE BROWN BOMBER
089400033015|17789784|HEARTATTACK & VINE|MORELAND & ARBUCKLE|HEARTATTACK & VINE
089400033015|17789886|SO LOW|MORELAND & ARBUCKLE|SO LOW
090690020735|14339616|GOOD THINGS|DANGEROUS SUMMER|GOOD THINGS
090690020735|17136850|WORK IN PROGRESS|DANGEROUS SUMMER|WORK IN PROGRESS
090690020735|17326687|NO ONE'S GONNA NEED YOU MORE|DANGEROUS SUMMER|NO ONE'S GONNA NEED YOU MORE
092060600267|20228804|THE DEPTHS|OF MICE & MEN|THE DEPTHS
092060600267|16711333|O.G. LOKO|OF MICE & MEN|O.G. LOKO
092060600267|16711337|MY UNDERSTANDINGS|OF MICE & MEN|MY UNDERSTANDINGS
093010283129|16871199|MY DAMNATION|CHELSEA GRIN|MY DAMNATION
093010283129|17136231|THE FOOLISH ONE|CHELSEA GRIN|THE FOOLISH ONE
093010283129|17136222|ALL HAIL THE FALLEN KING (FEAT|CHELSEA GRIN|ALL HAIL THE FALLEN KING (FEAT
093010283133|16866482|SOMEONE LIKE YOU|SUMMER SET|SOMEONE LIKE YOU
093010283133|17136481|WHEN WE WERE YOUNG|SUMMER SET|WHEN WE WERE YOUNG
093010283133|17136472|ABOUT A GIRL|SUMMER SET|ABOUT A GIRL
093620549531|16775304|SETTLE DOWN |KIMBRA|SETTLE DOWN 
093620549531|16568082|CAMEO LOVER|KIMBRA|CAMEO LOVER
093620549531|17984864|PLAIN GOLD RING|KIMBRA|PLAIN GOLD RING
093980310018|8852172|ALL MY LIFE [GHETTO]|JAY ROCK|ALL MY LIFE [GHETTO]
093980310018|17321171|HOOD GONNA LOVE IT|JAY ROCK FEAT. KENDRICK LAMAR|HOOD GONNA LOVE IT
093980310018|17464358|SAY WASSUP|JAY ROCK|SAY WASSUP
094040331524|17242981|LILY'S THEME|ALEXANDRE DESPLAT|LILY'S THEME
094040331524|17242975|COURTYARD APOCALYPSE|ALEXANDRE DESPLAT|COURTYARD APOCALYPSE
094040331524|17242989|STATUES|ALEXANDRE DESPLAT|STATUES
095040217832|17530920|THIRTY SECOND LOVER|STEVE CROPPER|THIRTY SECOND LOVER
095040217832|17530958|DEDICATED TO THE ONE I LOVE|STEVE CROPPER|DEDICATED TO THE ONE I LOVE
095040217832|17530949|BABY DON'T DO IT|STEVE CROPPER|BABY DON'T DO IT
095100230177|17129054|CULTURE OF FEAR|THIEVERY CORPORATION|CULTURE OF FEAR
095100230177|17129039|STARGAZER|THIEVERY CORPORATION|STARGAZER
095100230177|17129053|WEB OF DECEPTION|THIEVERY CORPORATION|WEB OF DECEPTION
106170007239|17459631|PUT IT ON THE ALTAR|JESSICA REEDY|PUT IT ON THE ALTAR
106170007239|15982488|GOD HAS SMILED ON ME|JESSICA REEDY|GOD HAS SMILED ON ME
106170007239|18091729|SOMETHING OUT OF NOTHING|JESSICA REEDY|SOMETHING OUT OF NOTHING
149990284192|6565541|WE WORSHIP YOU|DEITRICK HADDON|WE WORSHIP YOU
149990284192|9484206|ANYBODY HERE|DEITRICK HADDON|ANYBODY HERE
149990284192|9484205|CHAINBREAKER|HADDON, DEITRICK & VOICES OF U|CHAINBREAKER
152500006926|146472|A MI QUE ME QUEDO|LOS INVASORES DE NUEVO LEON|A MI QUE ME QUEDO
152500006926|146463|PLAYA SOLA|LOS INVASORES DE NUEVO LEON|PLAYA SOLA
152500006926|1219616|ESLABON POR ESLABON|LOS INVASORES DE NUEVO LEON|ESLABON POR ESLABON
152500006927|17375776|DIME LA RAZON|RIVERA, ALEX [1]|DIME LA RAZON
152500006927|17330363|AL FINAL DE NUESTRO AMOR|ALEX RIVERA|AL FINAL DE NUESTRO AMOR
152500006927|17375805|VUELVE PRONTO|ALEX RIVERA|VUELVE PRONTO
168630177002|14676822|SUDDEN DEATH|MEGADETH|SUDDEN DEATH
168630177002|11223048|HEAD CRUSHER |MEGADETH|HEAD CRUSHER 
168630177002|18047954|PUBLIC ENEMY NO. 1|MEGADETH|PUBLIC ENEMY NO. 1
168630177042|17635268|SUPERLOVE|LENNY KRAVITZ|SUPERLOVE
168630177042|17136793|STAND|LENNY KRAVITZ|STAND
168630177042|16067823|COME ON GET IT|LENNY KRAVITZ|COME ON GET IT
168630177295|17320974|BITCH CAME BACK|THEORY OF A DEADMAN|BITCH CAME BACK
168630177295|16866022|LOWLIFE|THEORY OF A DEADMAN|LOWLIFE
168630177295|17320979|HURRICANE|THEORY OF A DEADMAN|HURRICANE
168630177345|17007690|GET STARTED|QUEENSRYCHE|GET STARTED
168630177345|17007695|AROUND THE WORLD|QUEENSRYCHE|AROUND THE WORLD
168630177345|17007702|BROKEN|QUEENSRYCHE|BROKEN
168630177981|17775155|INTO THE SUN|PARLOR MOB|INTO THE SUN
168630177981|17979910|HARD ENOUGH|PARLOR MOB|HARD ENOUGH
168630177981|17979914|HOLDING ON|PARLOR MOB|HOLDING ON
174630553009|15373554|MR. SAXOBEAT|ALEXANDRA STAN|MR. SAXOBEAT
174630553009|16512060|GET BACK|ALEXANDRA STAN|GET BACK
174630553009|17139960|LOLLIPOP|ALEXANDRA STAN|LOLLIPOP
180030800035|433619|IN YOUR EYES|PETER GABRIEL|IN YOUR EYES
180030800035|433618|DONT GIVE UP|PETER GABRIEL|DONT GIVE UP
180030800035|433616|RED RAIN|PETER GABRIEL|RED RAIN
220490002179|10419064|O.P.P.|NAUGHTY BY NATURE|O.P.P.
220490002179|1542864|HIP HOP HOORAY|NAUGHTY BY NATURE|HIP HOP HOORAY
220490002179|3417829|FEEL ME FLOW|NAUGHTY BY NATURE|FEEL ME FLOW
220490002181|17856045|PICTURE PERFECT|ERIC ROBERSON FEAT. PHONTE |PICTURE PERFECT
220490002181|17858973|AT THE SAME TIME|ERIC ROBERSON|AT THE SAME TIME
220490002181|17648359|SUMMERTIME ANTHEM|ERIC ROBERSON FEAT. CHUBB ROCK |SUMMERTIME ANTHEM
220490002363|13869071|PARADE OF THE DEAD|BLACK LABEL SOCIETY|PARADE OF THE DEAD
220490002363|13917303|OVERLOAD|BLACK LABEL SOCIETY|OVERLOAD
220490002363|13917244|DARKEST DAYS|BLACK LABEL SOCIETY|DARKEST DAYS
220490005164|17966120|MAKE YOU SAY OOH|KEITH SWEAT|MAKE YOU SAY OOH
220490005164|2472634|ONE ON ONE - (FEATURING LOLA T|KEITH SWEAT|ONE ON ONE - (FEATURING LOLA T
220490005164|18483397|KNEW IT ALL ALONG|KEITH SWEAT FEAT. JOHNNY GILL   & GERALD LEVERT|KNEW IT ALL ALONG
245900069510|17599674|MIDNIGHT CITY|M83|MIDNIGHT CITY
245900069510|17932177|OUTRO|M83|OUTRO
245900069510|17932158|REUNION|M83|REUNION
357810001102|4403087|HEAL YOURSELF|RUTHIE FOSTER|HEAL YOURSELF
357810001102|1630614|DEATH CAME A KNOCKIN' (TRAVELI|RUTHIE FOSTER|DEATH CAME A KNOCKIN' (TRAVELI
357810001102|1630606|RUNAWAY SOUL |RUTHIE FOSTER|RUNAWAY SOUL 
358220000006|17098616|WILD AND FREE|ZIGGY MARLEY FEAT. WOODY HARRELSON |WILD AND FREE
358220000006|17051476|FORWARD TO LOVE|ZIGGY MARLEY|FORWARD TO LOVE
358220000006|17051485|REGGAE IN MY HEAD|ZIGGY MARLEY|REGGAE IN MY HEAD
400440001016|3378679|REMEMBER ME (WHEN THE CANDLE L|WILLIE NELSON|REMEMBER ME (WHEN THE CANDLE L
400440001016|3397069|SUNDAY MORNIN' COMIN' DOWN|WILLIE NELSON|SUNDAY MORNIN' COMIN' DOWN
400440001016|12951316|SATISFIED MIND|WILLIE NELSON|SATISFIED MIND
428960000002|16454740|REAP|RED JUMPSUIT APPARATUS|REAP
428960000002|17715284|ANGEL IN DISGUISE|RED JUMPSUIT APPARATUS|ANGEL IN DISGUISE
428960000002|14473023|CHOKE|RED JUMPSUIT APPARATUS|CHOKE
440250000001|17759869|END OF TIME|LINDSEY BUCKINGHAM|END OF TIME
440250000001|17759861|SEEDS WE SOW|LINDSEY BUCKINGHAM|SEEDS WE SOW
440250000001|17907880|SLEEPING AROUND THE CORNER|LINDSEY BUCKINGHAM|SLEEPING AROUND THE CORNER
457770087114|16253329|KNUCKLE DOWN|MAN MAN|KNUCKLE DOWN
457770087114|16650812|LIFE FANTASTIC|MAN MAN|LIFE FANTASTIC
457770087114|16650811|MAYAN NIGHTS|MAN MAN|MAYAN NIGHTS
457770087156|17393024|I MIGHT|WILCO|I MIGHT
457770087156|17663712|DAWNED ON ME|WILCO|DAWNED ON ME
457770087156|18048029|BLACK MOON|WILCO|BLACK MOON
486100010928|17248788|SENATOR|STEPHEN MALKMUS  & THE JICKS|SENATOR
486100010928|17831495|NO ONE IS (AS I ARE BE)|STEPHEN MALKMUS  & THE JICKS|NO ONE IS (AS I ARE BE)
486100010928|17586184|TIGERS|STEPHEN MALKMUS  & THE JICKS|TIGERS
502000823281|15249496|MANIFESTO|THE CITY HARMONIC|MANIFESTO
502000823281|18037130|MOUNTAINTOP|THE CITY HARMONIC|MOUNTAINTOP
502000823281|18037134|I HAVE A DREAM (IT FEELS LIKE|THE CITY HARMONIC|I HAVE A DREAM (IT FEELS LIKE
509990277895|2055068|WE GOT THE BEAT|THE GO-GO'S|WE GOT THE BEAT
509990277895|613628|OUR LIPS ARE SEALED|GO-GO'S|OUR LIPS ARE SEALED
509990277895|617966|VACATION|GO-GO'S|VACATION
509996318682|16649962|OO LA LA|PRISCILLA AHN|OO LA LA
509996318682|16649960|WHEN YOU GROW UP|PRISCILLA AHN|WHEN YOU GROW UP
509996318682|16650102|I DON'T HAVE TIME TO BE IN LOV|PRISCILLA AHN|I DON'T HAVE TIME TO BE IN LOV
509999464855|16383657|TWO AGAINST ONE|DANGER MOUSE & DANIELE LUPPI STARRING JACK WHITE|TWO AGAINST ONE
509999464855|16383658|BLACK|DANGER MOUSE & DANIELE LUPPI FEAT. NORAH JONES|BLACK
509999464855|16582080|SEASON'S TREES|DANGER MOUSE & DANIELE LUPPI FEAT. NORAH JONES|SEASON'S TREES
510050064952|17131490|INDESCRIBABLE|KIERRA "KIKI" SHEARD|INDESCRIBABLE
510050064952|17131486|YOU ARE|KIERRA "KIKI" SHEARD|YOU ARE
510050064952|17131489|FREE|KIERRA "KIKI" SHEARD|FREE
510190079002|15502285|MY BABY|JAGGED EDGE|MY BABY
510190079002|13767111|LAY YOU DOWN|JAGGED EDGE|LAY YOU DOWN
510190079002|16916334|WHEN THE BED SHAKES|JAGGED EDGE|WHEN THE BED SHAKES
510310095067|16190790|DON'T GIVE UP ON ME NOW|BEN HARPER|DON'T GIVE UP ON ME NOW
510310095067|16190792|FEEL LOVE|BEN HARPER|FEEL LOVE
510310095067|16190791|I WILL NOT BE BROKEN|BEN HARPER|I WILL NOT BE BROKEN
526370073107|16665870|MINDKILLA|GANG GANG DANCE|MINDKILLA
526370073107|16665866|ADULT GOTH|GANG GANG DANCE|ADULT GOTH
526370073107|16665875|ROMANCE LAYERS|GANG GANG DANCE|ROMANCE LAYERS
526370073130|18520317|MONA LISA|ATLAS SOUND|MONA LISA
526370073130|18520307|THE SHAKES|ATLAS SOUND|THE SHAKES
526370073130|18520310|TE AMO|ATLAS SOUND|TE AMO
531810528496|17704103|A BETTER PLACE|GLEN CAMPBELL|A BETTER PLACE
531810528496|17704104|GHOST ON THE CANVAS|GLEN CAMPBELL|GHOST ON THE CANVAS
531810528496|17704118|THERE'S NO ME...WITHOUT YOU|GLEN CAMPBELL|THERE'S NO ME...WITHOUT YOU
553910527650|16949724|GREY RIDERS (LIVE - A TREASURE)|NEIL YOUNG  & THE INTERNATIONAL HARVESTERS|GREY RIDERS (LIVE - A TREASURE)
553910527650|17136877|AMBER JEAN (LIVE - A TRESURE)|NEIL YOUNG  & THE INTERNATIONAL HARVESTERS|AMBER JEAN (LIVE - A TRESURE)
553910527650|17136886|SOUTHERN PACIFIC (LIVE - A TREASURE)|NEIL YOUNG  & THE INTERNATIONAL HARVESTERS|SOUTHERN PACIFIC (LIVE - A TREASURE)
556210099272|17675326|SAME MISTAKE|CLAP YOUR HANDS SAY YEAH|SAME MISTAKE
556210099272|17675327|HYSTERICAL|CLAP YOUR HANDS SAY YEAH|HYSTERICAL
556210099272|17563306|MANIAC|CLAP YOUR HANDS SAY YEAH|MANIAC
563100000002|16318654|SPEED OF DARKNESS|FLOGGING MOLLY|SPEED OF DARKNESS
563100000002|16318659|SAINTS AND SINNERS|FLOGGING MOLLY|SAINTS AND SINNERS
563100000002|15922753|DON'T SHUT 'EM DOWN|FLOGGING MOLLY|DON'T SHUT 'EM DOWN
601210000050|11573885|G.R.I.T.S.|BRANTLEY GILBERT|G.R.I.T.S.
601210000050|11573886|WHENEVER WE'RE ALONE|BRANTLEY GILBERT|WHENEVER WE'RE ALONE
601210000050|11573894|PICTURE ON THE DASHBOARD|BRANTLEY GILBERT|PICTURE ON THE DASHBOARD
601211558702|16377949|LONGING TO BELONG|EDDIE VEDDER|LONGING TO BELONG
601211558702|16769747|WITHOUT YOU|EDDIE VEDDER|WITHOUT YOU
601211558702|16769673|TONIGHT YOU BELONG TO ME|EDDIE VEDDER|TONIGHT YOU BELONG TO ME
601211590102|17789998|HAIL THE HERO (MO GHILE MEAR)|CELTIC THUNDER|HAIL THE HERO (MO GHILE MEAR)
601211590102|10854156|MIDNIGHT WELL|CELTIC THUNDER|MIDNIGHT WELL
601211590102|17789751|LOOK AT ME|CELTIC THUNDER|LOOK AT ME
601211610602|17451406|MIRACLE WORKER|SUPERHEAVY|MIRACLE WORKER
601211610602|17942673|ENERGY|SUPERHEAVY|ENERGY
601211610602|17942678|ROCK ME GENTLY|SUPERHEAVY|ROCK ME GENTLY
601510032502|16191434|COUNTRY SONG|SEETHER|COUNTRY SONG
601510032502|16650212|TONIGHT|SEETHER|TONIGHT
601510032502|16650210|HERE AND NOW|SEETHER|HERE AND NOW
605391584502|17694850|CONCRETE WALL|ZEE AVI|CONCRETE WALL
605391584502|17321018|THE BOOK OF MORRIS JOHNSON|ZEE AVI|THE BOOK OF MORRIS JOHNSON
605391584502|17694843|SWELL WINDOW|ZEE AVI|SWELL WINDOW
634900040539|20226974|STILL LIFE|HORRORS|STILL LIFE
634900040539|17484680|ENDLESS BLUE|HORRORS|ENDLESS BLUE
634900040539|17484677|CHANGING THE RAIN|HORRORS [UK]|CHANGING THE RAIN
634900046060|17013087|WILDFIRE|SBTRKT|WILDFIRE
634900046060|17249147|HOLD ON|SBTRKT|HOLD ON
634900046060|17249150|TRIALS OF THE PAST|SBTRKT|TRIALS OF THE PAST
643550231336|1213367|'ROUND MIDNIGHT|MILES DAVIS|'ROUND MIDNIGHT
643550231336|3350758|ON GREEN DOLPHIN STREET|MILES DAVIS|ON GREEN DOLPHIN STREET
643550231336|3374837|FOOTPRINTS|MILES QUINTET DAVIS|FOOTPRINTS
643550266625|18008475|SLEEP|ALLEN STONE|SLEEP
643550266625|18008484|UNAWARE|ALLEN STONE|UNAWARE
643550266625|18008476|CELEBRATE TONIGHT|ALLEN STONE|CELEBRATE TONIGHT
643550293186|9009701|THERE GOES MY BABY|CHARLIE WILSON|THERE GOES MY BABY
643550293186|2377758|BURN RUBBER|GAP BAND|BURN RUBBER
643550293186|14564285|YOU ARE|CHARLIE WILSON|YOU ARE
643550293187|3366087|HAPPY?|MUDVAYNE|HAPPY?
643550293187|8749146|DO WHAT YOU DO|MUDVAYNE|DO WHAT YOU DO
643550293187|3358218|NOT FALLING|MUDVAYNE|NOT FALLING
643550294367|3384881|JOHN DEERE GREEN|JOE DIFFIE|JOHN DEERE GREEN
643550294367|3386888|PICKUP MAN|JOE DIFFIE|PICKUP MAN
643550294367|3384871|PROP ME UP BESIDE THE JUKEBOX|JOE DIFFIE|PROP ME UP BESIDE THE JUKEBOX
643550966266|18002853|THING ABOUT US|STEVE MOAKLER|THING ABOUT US
643550966266|18002858|THIS AIN'T ROCK AND ROLL|STEVE MOAKLER|THIS AIN'T ROCK AND ROLL
643550966266|18002852|CAN'T STOP THINKING ABOUT YOU|STEVE MOAKLER|CAN'T STOP THINKING ABOUT YOU
643550977683|17188426|IN YOUR EYES|TRIBAL SEEDS|IN YOUR EYES
643550977683|17621865|SOUNDWAVES (FEAT. ERIC RACHMAN|TRIBAL SEEDS FEAT. ERIC RACHMANY|SOUNDWAVES (FEAT. ERIC RACHMAN
643550977683|17621866|I'LL RETURN AGAIN|TRIBAL SEEDS|I'LL RETURN AGAIN
643790290019|1235103|CANGREJITO PLAYERO|ACAPULCO TROPICAL|CANGREJITO PLAYERO
643790290019|1235080|ACAPULCO TROPICAL|ACAPULCO TROPICAL|ACAPULCO TROPICAL
643790290019|1235076|LA NOVIA FEA|ACAPULCO TROPICAL|LA NOVIA FEA
645150528046|16871845|YOU MAKE ME FEEL...|COBRA STARSHIP|YOU MAKE ME FEEL...
645150528046|17775195|MIDDLE FINGER|COBRA STARSHIP FEAT. MAC MILLER|MIDDLE FINGER
645150528046|17599805|#1NITE (ONE NIGHT)|COBRA STARSHIP FEAT. MY NAME IS KAY|#1NITE (ONE NIGHT)
645150528050|17136831|STEREO HEARTS|GYM CLASS HEROES FEAT. ADAM LEVINE|STEREO HEARTS
645150528050|18486493|ASS BACK HOME|GYM CLASS HEROES FEAT. NEON HITCH|ASS BACK HOME
645150528050|18495035|THE FIGHTER|GYM CLASS HEROES FEAT. RYAN TEDDER|THE FIGHTER
647080071691|10930165|FIRE IT UP|THOUSAND FOOT KRUTCH|FIRE IT UP
647080071691|439355|RAWKFIST|THOUSAND FOOT KRUTCH|RAWKFIST
647080071691|11236395|WELCOME TO THE MASQUERADE|THOUSAND FOOT KRUTCH|WELCOME TO THE MASQUERADE
647080678623|17007744|WOBBLE|FAMILY FORCE 5|WOBBLE
647080678623|19917189|SUPERHERO|FAMILY FORCE 5|SUPERHERO
647080678623|18037159|NOT ALONE|FAMILY FORCE 5|NOT ALONE
647090272182|16871488|EMPIRE|AUGUST BURNS RED|EMPIRE
647090272182|17065775|INTERNAL CANNON|AUGUST BURNS RED|INTERNAL CANNON
647090272182|17065785|LEVELER|AUGUST BURNS RED|LEVELER
651030000118|12442563|UP UP UP|GIVERS|UP UP UP
651030000118|11867234|SAW YOU FIRST|GIVERS|SAW YOU FIRST
651030000118|16916850|NOCHE NADA|GIVERS|NOCHE NADA
651030012102|18487093|HEARTBEAT|CHILDISH GAMBINO|HEARTBEAT
651030012102|18106767|BONFIRE|CHILDISH GAMBINO|BONFIRE
651030012102|18487096|YOU SEE ME|CHILDISH GAMBINO|YOU SEE ME
655170000119|17857775|MARACAS|MATES OF STATE|MARACAS
655170000119|17793514|PALOMINO|MATES OF STATE|PALOMINO
655170000119|17857781|DESIRE|MATES OF STATE|DESIRE
655170000123|18297729|DON'T MOVE|PHANTOGRAM|DON'T MOVE
655170000123|18297730|TURNING INTO STONE|PHANTOGRAM|TURNING INTO STONE
655170000123|18297728|16 YEARS|PHANTOGRAM|16 YEARS
670030030925|16321198|I SPIT ROSES|PETER MURPHY|I SPIT ROSES
670030030925|16321195|SEESAW SWAY|PETER MURPHY|SEESAW SWAY
670030030925|16321200|THE PRINCE & OLD LADY SHADE|PETER MURPHY|THE PRINCE & OLD LADY SHADE
673950000304|14711876|99 BOTTLES|SLAINE|99 BOTTLES
673950000304|14711891|THE LAST SONG|SLAINE FEAT. EVERLAST|THE LAST SONG
673950000304|17661473|BORROWED TIME|SLAINE|BORROWED TIME
688050059927|16992260|CON MAN|DISPATCH|CON MAN
688050059927|16992263|BROKEN AMERICAN|DISPATCH|BROKEN AMERICAN
688050059927|16809774|MELON BEND|DISPATCH|MELON BEND
699590000031|18226358|MISS K.|DEER TICK|MISS K.
699590000031|18226351|MAIN STREET|DEER TICK|MAIN STREET
699590000031|18226347|THE BUMP|DEER TICK|THE BUMP
701230002039|17119639|HOOKED|EILEN JEWELL|HOOKED
701230002039|17119532|I REMEMBER YOU|EILEN JEWELL|I REMEMBER YOU
701230002039|17119625|WARNING SIGNS|EILEN JEWELL|WARNING SIGNS
720010011117|17066062|THE WHOLE ENCHILADA|KEB' MO'|THE WHOLE ENCHILADA
720010011117|17537263|WE DON'T NEED IT|KEB' MO'|WE DON'T NEED IT
720010011117|17537261|MY BABY'S TELLIN' LIES|KEB' MO'|MY BABY'S TELLIN' LIES
720010528824|17714660|OH WELL, OH WELL|MAYDAY PARADE|OH WELL, OH WELL
720010528824|18047961|STAY|MAYDAY PARADE|STAY
720010528824|18047958|WHEN YOU SEE MY FRIENDS|MAYDAY PARADE|WHEN YOU SEE MY FRIENDS
724360796592|18076525|BITE MY TONGUE|YOU ME AT SIX|BITE MY TONGUE
724360796592|17894940|LOVERBOY|YOU ME AT SIX|LOVERBOY
724360796592|18076529|CRASH|YOU ME AT SIX|CRASH
727700018727|18100070|DYSTOPIA|ICED EARTH|DYSTOPIA
727700018727|18100071|ANTHEM|ICED EARTH|ANTHEM
727700018727|18100074|V|ICED EARTH|V
727700184472|17131477|WHERE THE DEAD SHIPS DWELL|IN FLAMES|WHERE THE DEAD SHIPS DWELL
727700184472|16711019|DELIVER US|IN FLAMES|DELIVER US
727700184472|17131473|SOUNDS OF A PLAYGROUND FADING|IN FLAMES|SOUNDS OF A PLAYGROUND FADING
731411550102|16706608|STILL GOT TONIGHT|MATTHEW MORRISON|STILL GOT TONIGHT
731411550102|16247086|SUMMER RAIN|MATTHEW MORRISON|SUMMER RAIN
731411550102|16582694|SOMEWHERE OVER THE RAINBOW|MATTHEW MORRISON|SOMEWHERE OVER THE RAINBOW
731411553902|15364687|HUSTLE HARD|ACE HOOD|HUSTLE HARD
731411553902|17594245|BODY 2 BODY|ACE HOOD FEAT. CHRIS BROWN|BODY 2 BODY
731411553902|17059430|GO N' GET IT|ACE HOOD|GO N' GET IT
731411614302|18345268|MISTLETOE|JUSTIN BIEBER|MISTLETOE
731411614302|15242491|PRAY|JUSTIN BIEBER|PRAY
731411614302|18408503|DRUMMER BOY|JUSTIN BIEBER FEAT. BUSTA RHYMES |DRUMMER BOY
734030008185|17768985|MAN UP ANTHEM|116 CLIQUE|MAN UP ANTHEM
734030008185|18188882|ENVY|116 CLIQUE|ENVY
734030008185|18188880|AUTHORITY|116 CLIQUE|AUTHORITY
734030008205|19536842|I'M GOOD|TRIP LEE FEAT. LECRAE |I'M GOOD
734030008205|19723093|ONE SIXTEEN|TRIP LEE FEAT. KB   & ANDY MINEO|ONE SIXTEEN
734030008205|19258698|ROBOT|TRIP LEE|ROBOT
746420071192|3341084|DON'T STOP BELIEVIN'|JOURNEY|DON'T STOP BELIEVIN'
746420071192|3381361|FAITHFULLY|JOURNEY|FAITHFULLY
746420071192|3341072|ANY WAY YOU WANT IT|JOURNEY|ANY WAY YOU WANT IT
746420097752|750607|DON'T BRING ME DOWN|ELECTRIC LIGHT ORCHESTRA|DON'T BRING ME DOWN
746420097752|3341203|MR. BLUE SKY|ELECTRIC LIGHT ORCHESTRA|MR. BLUE SKY
746420097752|3341202|EVIL WOMAN|ELECTRIC LIGHT ORCHESTRA|EVIL WOMAN
751970000012|18027315|MAS QUE NADA|PINK MARTINI & SAORI YUKI|MAS QUE NADA
751970000012|16638036|YUUZUKI|PINK MARTINI & SAORI YUKI|YUUZUKI
751970000012|18200551|MAYONAKA NO BOSSA NOVA (MIDNIG|PINK MARTINI & SAORI YUKI|MAYONAKA NO BOSSA NOVA (MIDNIG
755970525943|3272897|DAYTON, OHIO - 1903|RANDY NEWMAN|DAYTON, OHIO - 1903
755970525943|8291934|LAUGH AND BE HAPPY|RANDY NEWMAN|LAUGH AND BE HAPPY
755970525943|16251420|CHERRY PIE MEDLEY|WARREN CEASAR  & THE CREOLE ZYDECO SNAP BAND|CHERRY PIE MEDLEY
767431551002|16582602|THREATEN ME WITH HEAVEN|VINCE GILL|THREATEN ME WITH HEAVEN
767431551002|3285496|TRUE LOVE|VINCE GILL|TRUE LOVE
767431551002|18100694|GUITAR SLINGER|VINCE GILL|GUITAR SLINGER
